20240301 09:06:09,7494.0,6
20240301 09:06:10,7494.0,20
20240301 09:06:10,7496.0,3
20240301 09:06:11,7494.0,4
20240301 09:06:12,7494.0,2
20240301 09:06:12,7496.0,1
20240301 09:06:14,7494.0,42
20240301 09:06:15,7494.0,2
20240301 09:06:15,7492.0,3
20240301 09:06:16,7492.0,117
20240301 09:06:16,7490.0,3
20240301 09:06:17,7490.0,4
20240301 09:06:17,7490.0,16
20240301 09:06:18,7492.0,1
20240301 09:06:19,7492.0,1
20240301 09:06:20,7490.0,5
20240301 09:06:20,7492.0,1
20240301 09:06:21,7492.0,7
20240301 09:06:21,7492.0,143
20240301 09:06:22,7492.0,18
20240301 09:06:22,7492.0,2
20240301 09:06:23,7494.0,6
20240301 09:06:23,7492.0,3
20240301 09:06:24,7494.0,1
20240301 09:06:24,7494.0,2
20240301 09:06:25,7494.0,3
20240301 09:06:25,7492.0,2
20240301 09:06:26,7492.0,10
20240301 09:06:27,7492.0,1
20240301 09:06:27,7492.0,8
20240301 09:06:28,7492.0,2
20240301 09:06:28,7494.0,1
20240301 09:06:29,7492.0,1
20240301 09:06:29,7492.0,10
20240301 09:06:30,7494.0,3
20240301 09:06:30,7494.0,3
20240301 09:06:31,7494.0,2
20240301 09:06:32,7494.0,3
20240301 09:06:33,7492.0,3
20240301 09:06:33,7492.0,3
20240301 09:06:34,7492.0,1
20240301 09:06:34,7494.0,11
20240301 09:06:35,7492.0,2
20240301 09:06:35,7492.0,1
20240301 09:06:36,7492.0,1
20240301 09:06:37,7494.0,2
20240301 09:06:38,7492.0,1
20240301 09:06:39,7492.0,2
20240301 09:06:40,7492.0,2
20240301 09:06:40,7494.0,1
20240301 09:06:44,7492.0,3
20240301 09:06:45,7494.0,4
20240301 09:06:46,7492.0,31
20240301 09:06:46,7494.0,1
20240301 09:06:48,7492.0,1
20240301 09:06:48,7494.0,5
20240301 09:06:50,7492.0,1
20240301 09:06:50,7494.0,1
20240301 09:06:51,7492.0,50
20240301 09:06:52,7492.0,1
20240301 09:06:53,7492.0,5
20240301 09:06:54,7492.0,8
20240301 09:06:55,7492.0,17
20240301 09:06:55,7494.0,2
20240301 09:06:56,7492.0,7
20240301 09:06:57,7492.0,1
20240301 09:06:58,7494.0,2
20240301 09:06:58,7492.0,2
20240301 09:06:59,7494.0,2
20240301 09:06:59,7492.0,2
20240301 09:07:00,7492.0,2
20240301 09:07:01,7492.0,7
20240301 09:07:01,7492.0,1
20240301 09:07:02,7492.0,2
20240301 09:07:02,7492.0,1
20240301 09:07:03,7494.0,2
20240301 09:07:03,7492.0,2
20240301 09:07:04,7494.0,9
20240301 09:07:05,7494.0,1
20240301 09:07:06,7492.0,1
20240301 09:07:06,7492.0,1
20240301 09:07:07,7492.0,23
20240301 09:07:08,7492.0,1
20240301 09:07:08,7492.0,1
20240301 09:07:09,7492.0,1
20240301 09:07:10,7492.0,1
20240301 09:07:10,7492.0,23
20240301 09:07:11,7494.0,3
20240301 09:07:12,7492.0,1
20240301 09:07:13,7494.0,4
20240301 09:07:13,7492.0,1
20240301 09:07:14,7494.0,1
20240301 09:07:15,7494.0,1
20240301 09:07:16,7492.0,1
20240301 09:07:17,7494.0,1
20240301 09:07:19,7494.0,3
20240301 09:07:20,7494.0,1
20240301 09:07:20,7494.0,3
20240301 09:07:21,7492.0,3
20240301 09:07:21,7494.0,1
20240301 09:07:22,7494.0,5
20240301 09:07:24,7494.0,2
20240301 09:07:25,7492.0,1
20240301 09:07:26,7494.0,11
20240301 09:07:28,7492.0,5
20240301 09:07:29,7494.0,2
20240301 09:07:31,7494.0,2
20240301 09:07:32,7494.0,11
20240301 09:07:32,7494.0,88
20240301 09:07:33,7494.0,1
20240301 09:07:34,7494.0,6
20240301 09:07:35,7496.0,1
20240301 09:07:35,7496.0,5
20240301 09:07:37,7494.0,1
20240301 09:07:37,7494.0,1
20240301 09:07:38,7496.0,2
20240301 09:07:38,7496.0,4
20240301 09:07:39,7496.0,3
20240301 09:07:40,7494.0,1
20240301 09:07:41,7494.0,4
20240301 09:07:41,7494.0,4
20240301 09:07:42,7494.0,4
20240301 09:07:42,7494.0,10
20240301 09:07:43,7496.0,6
20240301 09:07:44,7496.0,5
20240301 09:07:44,7494.0,12
20240301 09:07:45,7494.0,6
20240301 09:07:45,7494.0,4
20240301 09:07:46,7494.0,3
20240301 09:07:47,7494.0,1
20240301 09:07:48,7496.0,9
20240301 09:07:49,7494.0,1
20240301 09:07:51,7494.0,1
20240301 09:07:51,7494.0,10
20240301 09:07:52,7496.0,1
20240301 09:07:53,7496.0,14
20240301 09:07:53,7494.0,1
20240301 09:07:54,7496.0,6
20240301 09:07:54,7496.0,18
20240301 09:07:55,7494.0,6
20240301 09:07:57,7496.0,1
20240301 09:07:59,7496.0,4
20240301 09:08:00,7494.0,106
20240301 09:08:00,7494.0,14
20240301 09:08:01,7494.0,24
20240301 09:08:01,7494.0,1
20240301 09:08:02,7494.0,75
20240301 09:08:02,7494.0,3
20240301 09:08:03,7496.0,2
20240301 09:08:04,7494.0,1
20240301 09:08:05,7494.0,2
20240301 09:08:06,7494.0,21
20240301 09:08:08,7494.0,2
20240301 09:08:08,7494.0,1
20240301 09:08:09,7494.0,1
20240301 09:08:09,7496.0,8
20240301 09:08:12,7496.0,4
20240301 09:08:13,7494.0,1
20240301 09:08:17,7494.0,1
20240301 09:08:18,7494.0,3
20240301 09:08:19,7496.0,2
20240301 09:08:19,7494.0,5
20240301 09:08:20,7496.0,15
20240301 09:08:21,7494.0,2
20240301 09:08:23,7494.0,1
20240301 09:08:24,7496.0,1
20240301 09:08:24,7494.0,20
20240301 09:08:25,7494.0,101
20240301 09:08:25,7494.0,6
20240301 09:08:26,7496.0,12
20240301 09:08:26,7496.0,10
20240301 09:08:28,7496.0,14
20240301 09:08:28,7494.0,1
20240301 09:08:29,7496.0,4
20240301 09:08:29,7494.0,2
20240301 09:08:30,7496.0,6
20240301 09:08:31,7494.0,4
20240301 09:08:33,7494.0,2
20240301 09:08:35,7494.0,2
20240301 09:08:36,7494.0,1
20240301 09:08:36,7496.0,141
20240301 09:08:37,7496.0,14
20240301 09:08:37,7498.0,24
20240301 09:08:38,7496.0,8
20240301 09:08:38,7498.0,237
20240301 09:08:39,7500.0,8
20240301 09:08:39,7500.0,66
20240301 09:08:40,7500.0,3
20240301 09:08:41,7498.0,3
20240301 09:08:41,7500.0,25
20240301 09:08:42,7500.0,1
20240301 09:08:42,7500.0,26
20240301 09:08:43,7498.0,3
20240301 09:08:43,7498.0,4
20240301 09:08:44,7500.0,10
20240301 09:08:45,7500.0,3
20240301 09:08:45,7498.0,5
20240301 09:08:46,7498.0,11
20240301 09:08:46,7500.0,1
20240301 09:08:47,7500.0,15
20240301 09:08:48,7500.0,1
20240301 09:08:48,7498.0,19
